Wikipedia:Pseudobots	NA	(?:\bW(?:ikipedia:Pseudobots|P:PSBOT))
Wikipedia:Punto de vista neutral	NA	(?:\bW(?:ikipedia:Punto de vista neutral|P:(?:NPOV|PVN)))
Wikipedia:Regla de las tres reversiones	NA	(?:\bW(?:ikipedia:Regla de las tres reversiones|P:(?:3R|R3)R))
Wikipedia:Revalidación de bibliotecarios	NA	(?:\bW(?:ikipedia:Revalidación de bibliotecarios|P:(?:R(?:E(?:CAB|VAL)|B)|DESCAB)))
Wikipedia:Revalidación de bibliotecarios/Texto	NA	(?:\bW(?:ikipedia:Revalidación de bibliotecarios/Texto|P:(?:R(?:E(?:CAB|VAL)|B)|DESCAB)))
Wikipedia:Reversores	NA	(?:\bW(?:ikipedia:Reversores|P:RE?V))
Wikipedia:Semiprotección de páginas	NA	(?:\bW(?:ikipedia:Semiprotección de páginas|P:S[BP]))
Wikipedia:Spam	NA	(?:\bW(?:ikipedia:Spam|P:SPAM))
Wikipedia:Supresores	NA	(?:\bW(?:ikipedia:Supresores|P:(?:O[SV]|SU)))
Wikipedia:Usa el sentido común	NA	(?:\bW(?:ikipedia:Usa el sentido común|P:U?SC))
Usuaria:Userbox mujer	NA	(?:\b(?:WP:(?:U(?:serbox|B)|EU)|Usuaria:Userbox mujer))
Wikipedia:Usuarios títeres	NA	(?:\bW(?:ikipedia:Usuarios títeres|P:(?:Títere|UT)))
Wikipedia:Verificabilidad	NA	(?:\bW(?:ikipedia:Verificabilidad|P:VER))
Wikipedia:Verificadores	NA	(?:\bW(?:ikipedia:Verificadores|P:VE))
Wikipedia:Votaciones	NA	(?:\bW(?:P:VO(?:T(?:AR?|O)?)?|ikipedia:Votaciones))
Wikipedia:Wikipedia no es de papel	NA	(?:\bW(?:ikipedia:Wikipedia no es de papel|P:PAPEL))
Wikipedia:Wikipedia no es un diccionario	NA	(?:\bW(?:ikipedia:Wikipedia no es un diccionario|P:N(?:ODICCIONARI|E)O))
Wikipedia:Wikipedia no es una fuente primaria	NA	(?:\bW(?:ikipedia:Wikipedia no es una fuente primaria|P:(?:F(?:uente primaria|P)|NFP|IO|OR)))
